dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
alpha-N-Phenylacetyl-glutamine	4.406637627	4.362681954	4.101540003	4.173136912	4.332329587	4.366653316	4.461964225	4.388642003	4.415675992	4.332673502	4.458553096	4.437548819	4.429282483	4.414200334	4.317699746	3.938614502	4.270712682	4.234317299	4.555459488	4.421714547	4.315767387	4.274728972	4.063164924	4.36918943	4.504579158	4.260871105	4.09382618	4.306217016	4.31168691	4.279650948	4.2609037	4.503911689	4.495709982	4.279948716	4.330602424	4.113980688	4.223859777	4.269043447	4.293297395	4.216579521	4.331653031	4.360668049	4.182416204	4.226419027	4.291492993	4.457042732	4.28235793	4.381293767	4.392618737	4.676549901	4.203519947	4.335538534	4.3897433	4.450821411	4.453111598	4.304693149	4.299638758	4.459410571	4.26841797	4.241927569	4.447681977	4.420754645	4.27143225	4.581378181	4.427549406	4.38255432	4.209331678	4.231168645	4.283866289	4.189650352	4.464341496	4.47439298	4.462570193	4.539785187	4.364373164	4.347195099	4.051185188	4.600162387	4.394556426	4.481284787	4.220726104	4.310668317	4.171478861	4.493696998	4.129846703	4.48764115	4.394091402	4.338685461	4.531927543	4.211098413	4.558618047	4.588607674	4.647526273	4.407535188	4.355179684	4.431940307	4.278625227	4.805641627	4.49858121	4.625656113	4.456189482	4.440480586	4.700833018	4.403614375	4.479164826	4.218198675	4.522197147	4.415694127	4.284927048	4.391609686	3.91901705	4.045073303	4.19925829	4.534079874	4.28313528	4.244082319	4.624567265	4.113229438	4.394081542	4.086807928	4.613979846	4.260850069	4.688914971	4.206963527	4.321442228	4.349831455	4.051563303	4.32843606	4.487493908	4.193582492	4.367497772	4.432281289	4.216298471	4.423832623	4.609894417	4.42085996	4.46320437	4.196686134	4.133993849	4.244686578	4.552108401	4.373187035	4.533233651	4.548783272	4.688769586	4.31936479	4.573821413	4.326561202	4.656642131	4.39377611	4.310488941	4.308951494	4.085514172	4.175713352	4.81835527	4.613515337	4.377449903	4.326728026	4.571813782	4.457454101	4.906983268	4.554972785	4.469683807	4.128937771	4.245857785	4.255804527	4.252296369	4.123558205	4.657171871	4.526561955	4.264466117	4.054069908	4.403143558	4.464760193	4.279396893	4.279898248	4.431853932	4.470370332	4.2157219	4.39279817	4.652195086	4.661454941	4.351744431
Aminosalicyluric acid	4.125305912	3.942511754	4.004895162	4.277246263	4.307815834	3.908609803	3.362831141	3.531876612	4.228954584	4.194517002	4.034643168	4.028521309	3.704192773	3.37018234	3.890552072	4.128110271	3.560355554	3.398034484	3.992929114	4.456327843	4.708177834	3.974943237	4.765794078	4.189151836	4.21074852	4.761098539	4.727420107	3.949304446	4.092387894	3.822744493	4.837088113	4.342629455	4.153361768	3.877153376	4.157386744	3.434775701	4.652054996	3.340046479	4.366779552	3.361201246	4.35537252	4.377643518	3.868458195	3.988477904	3.582502741	4.477460046	4.442647096	3.822135582	3.624001917	4.433879708	4.223009681	4.313821507	4.373408616	4.722944732	4.326438335	4.067774059	4.837383715	3.585228614	3.699683761	4.490920421	4.053028236	4.450007868	4.162786526	4.302164926	3.013784151	4.16716517	3.788139455	4.204192953	4.60188521	3.856868965	4.695535108	4.555520082	4.456192558	4.132417431	4.440536658	4.365220078	3.835130037	4.632661825	4.163440013	3.801771439	3.982990911	4.663728134	3.793949485	4.445159188	3.836923414	4.699959146	4.171765185	4.885551177	4.396807504	4.076463956	3.814682329	4.201972176	3.836052857	4.817980665	3.618498124	4.399376137	4.122355627	4.929409395	4.29315624	4.663354638	4.549642937	3.669799547	3.324545858	4.441408859	4.415835404	4.649878114	4.505354381	4.142033002	4.381459781	4.436863883	4.444475084	4.145200045	4.276148033	4.278051637	4.082589804	4.127488593	4.208929019	4.192107484	4.650165572	4.135328974	4.731151515	2.961342895	4.673410109	4.257098913	3.782429246	3.613121656	4.510477221	4.26452765	4.636152717	4.904683017	4.486620338	4.691179626	4.459661097	3.819077982	4.991760216	3.740282756	5.04203888	2.785235255	4.529918803	3.868256093	4.210892378	4.46946463	5.070258651	3.472230704	5.265001426	4.230849862	4.237273718	3.820685731	5.212253847	4.643910732	3.818041435	4.64304173	3.12925336	4.356430489	4.386859307	4.551006839	4.653505875	3.762843064	3.028805489	4.860588427	3.826419728	3.817281611	3.758577168	3.801144328	3.583683632	3.814659739	3.705067035	4.589866161	4.800213113	3.493052472	3.742016483	4.719003595	4.09790942	4.654825112	4.066664647	3.316518099	3.063257529	4.000521386	3.972275628	4.162260519	4.175203154	4.294818591	3.421239062
Asp-Leu/Ile isomer 1	3.565668774	3.852858721	3.879880741	3.564682686	4.710113671	4.55116975	3.695178945	4.247001836	3.712261505	3.984288604	3.917378711	3.890765125	3.543724766	4.651064591	3.815146983	3.815150555	4.068184736	4.371105896	3.971377582	4.027466676	4.367170491	4.042295574	3.741666754	4.20102811	4.342835787	4.17420322	3.928458608	3.862280392	3.926513607	4.108852971	3.141985003	3.813761785	3.862874137	3.70531895	4.100139266	4.042578133	4.525508703	3.293875357	3.728479278	3.340645139	4.114004173	4.141048104	3.748848423	4.259877333	3.85133015	3.860894187	3.809091709	5.000292871	4.004028331	4.048112186	4.141997227	3.903943729	4.009746701	3.834078372	4.002027785	4.592409056	4.566161975	4.195677039	3.934984005	3.859685942	3.91713235	4.403929362	4.63108006	4.121769264	3.972122401	3.94123585	4.694467634	4.076473356	3.384724329	3.969896253	4.124555754	4.291495743	4.765049305	4.141516197	3.975304583	4.245336409	4.875945003	3.726321077	4.171078224	4.230344651	4.212779208	3.973315251	3.868219335	4.123885322	3.920136962	4.927573182	4.219414687	3.784140926	3.901462252	4.038136044	4.165447326	3.818607677	3.68906972	4.510378185	4.056725798	4.075731584	4.053874021	3.707928961	4.474975908	3.818300052	3.699826327	4.165658245	4.03244344	4.022639945	4.88659712	4.050419195	4.530303813	4.469849496	4.179626044	3.921154671	4.961601481	3.884401118	4.157084837	4.216008004	4.652233087	4.232467837	3.836656716	4.141358736	4.123154774	4.025848482	4.381283996	4.175604194	4.090184257	4.699098933	4.03508133	4.135397926	4.577443327	3.797894568	4.215903052	3.680372332	4.066493499	3.800412066	3.372450565	3.981373093	4.609121014	3.816721903	4.021385826	4.000504561	3.703968365	3.95054076	4.298913351	3.647205701	4.037576423	4.173639156	3.911102059	4.066479134	3.98300268	3.885493305	3.659256499	4.036201065	4.036954205	5.120696665	4.058174439	4.737363926	4.484840651	3.837492837	3.740334327	4.433068664	3.772521236	4.896140479	4.0876658	3.919413562	4.328491435	4.025887167	4.295420364	4.300190048	4.201247821	4.107287571	4.275025827	4.006199322	3.996979792	3.922636647	4.363835025	4.764535508	4.575252543	3.952925794	4.391519259	4.158483171	4.728968298	4.136253342	4.311798309	3.972396626	4.506540521
Asp-Leu/Ile isomer 2	3.706871339	3.624546933	3.965623198	4.000451202	4.414011612	4.417868913	3.926281369	4.373926222	3.776043883	3.943840569	4.018258112	4.107890767	3.812856871	4.850653033	4.118653056	3.951648232	4.17634634	4.336134102	4.086947335	4.174920658	4.206159456	3.839588468	3.838091939	3.774794379	4.424306609	4.068697118	3.991201398	3.927249755	3.975678213	4.096829416	3.717738044	4.08720699	3.978199671	3.829827008	4.244810982	3.722758237	4.358897813	2.888968491	3.703995527	3.113823624	4.079282303	4.308543763	3.747755945	3.669481017	3.725816666	4.035794707	3.986643078	4.940684113	4.064290762	4.202395404	3.937180612	4.200793944	4.026351442	4.153677293	4.173021887	4.271588038	4.486748851	4.114267113	3.838477101	4.078585282	4.006863725	4.594237645	4.46734983	4.326851716	4.033240294	4.193687642	4.522540873	4.386367131	3.542078022	3.979116399	4.118695498	4.372080404	4.992845647	4.489498235	4.359552695	4.147894681	5.012787229	3.658377754	4.201652414	4.292739568	4.27436741	3.954752559	4.248874232	4.492568735	4.320705664	3.151811925	4.265401269	4.076708912	4.020827518	4.142647366	4.125959881	4.07397474	3.972311304	4.564086403	4.265608214	4.227685179	4.131203988	3.978804567	4.590706577	4.242005483	3.947424393	4.336738485	4.180743873	4.144285582	5.154738984	4.008042955	4.404008875	4.481038822	4.279735464	3.962647071	5.046257244	3.836530257	4.011987968	4.180965881	4.853802492	4.143705998	3.505481722	4.120745236	4.198926784	4.326126935	4.307231424	4.317457612	4.344214192	4.832598033	4.374042843	4.180790859	4.495129722	3.661583344	4.06167621	4.150130119	4.284320457	4.081154259	3.630340493	4.036323557	4.713451898	3.99969989	4.184397041	4.273654916	3.70245369	4.000713807	4.501107852	3.971856299	3.960902201	4.39581004	4.080190148	3.908680386	4.091280842	3.932113042	3.752674945	4.057436382	4.449644361	4.957834805	4.194465225	4.902219052	4.41444862	4.109762702	3.850032506	4.479903996	4.019826802	4.766977621	4.355627759	4.0585683	4.137688213	4.163805445	4.337484871	4.12689227	4.239724642	3.826000674	4.363848699	4.176335656	4.132540582	3.519265279	4.47109615	4.780943674	4.408686361	4.035515208	4.136306131	4.032060219	4.463467627	3.775633	4.188471972	3.893531384	4.435022419
Aspartic acid	4.262678588	4.27890607	4.225658276	4.476138406	4.460985917	4.545151204	4.522560646	4.475431781	4.209005592	4.180046318	4.16005695	4.421468273	4.388748702	4.352549399	4.12847357	4.184901912	4.549570048	4.173367078	4.291628454	4.319294546	4.242974259	4.259141715	4.216203577	4.348494736	4.338907201	4.053885537	4.339563874	4.446828294	4.230468175	4.277251954	4.171742446	4.614364493	4.470460386	4.092219862	4.538531438	4.440638407	4.236447442	4.411835682	4.233530765	4.08053554	4.235126923	4.192090111	4.142023301	4.302988382	4.05993043	4.20311412	4.422863583	4.324107669	4.533188105	4.475691705	3.871185851	4.34693586	4.341414804	4.323692961	4.487166077	4.234884194	4.216099462	4.207946943	4.303327018	4.325777063	4.509128858	4.328850097	4.224161426	4.335450004	4.486595736	4.290737374	4.490959188	4.29221377	4.225454829	4.278241644	4.405711668	4.359199699	4.595918928	4.587219	4.518146248	4.056587259	4.346690826	4.570292038	4.5259927	4.576586703	4.254662413	4.124010963	4.239099427	4.315199583	4.711455609	4.153856419	4.279177642	4.226742308	4.404647306	4.291688178	4.638932106	4.605944549	4.559172176	4.210165073	4.576131356	4.312549268	4.234737402	4.413174352	4.265497187	4.332071799	3.866636308	4.231928417	4.915587273	4.249946359	4.459828386	4.377559771	4.450261176	4.269753269	4.498859457	4.228849685	4.004985119	4.346706299	4.175066701	4.444966647	4.272671792	4.244531312	4.32861028	4.196503719	4.380912731	4.359964115	4.786543151	4.396605937	4.480341736	4.401546808	4.375524749	4.447226203	4.246014008	4.014349561	4.635260126	4.286113297	4.361436832	4.38005068	4.449588134	4.640204182	4.527806506	4.466498315	4.843512409	4.516375168	4.294984946	4.223742001	4.571174066	4.371175862	4.294453514	4.703905493	4.136668234	4.227950601	4.513499728	4.178149554	4.501025752	4.199546208	4.536350628	4.222118861	4.363362636	3.916198355	4.455878819	4.306149769	4.211902141	4.177757851	4.673196987	4.45218755	5.123631332	4.676638966	4.474865255	4.362297828	4.393770634	4.190091261	4.624370162	4.40069831	4.603209731	4.292025286	4.547317657	4.207222119	4.317516645	4.355591746	4.550290357	4.336649953	4.445650063	4.232604644	4.30997219	4.11302481	4.485478391	4.70388769	4.334297331
Azelaic acid	4.419660232	4.331719762	4.105070118	4.017998931	4.320763456	4.641621515	4.262313325	4.34990778	4.389703026	4.222185372	4.306394913	4.374646182	4.107936812	4.147555437	4.201008048	4.401241876	4.101307687	4.203287108	4.323311856	4.487467672	4.44045598	4.452312734	4.150352842	4.519542455	4.403604916	4.400391065	3.989788573	4.323622693	4.356027191	4.105954576	4.35940848	4.181051397	4.069764588	4.178494823	4.141146987	4.284864347	4.331312311	4.256817435	4.463386649	4.159199057	4.345699881	3.698767227	4.093100102	4.207550656	4.721755879	4.276077494	4.143047123	4.589065698	4.247882546	4.371381938	4.364179692	4.120640136	4.135903267	4.370939023	4.483516694	4.300111225	3.941153425	4.416644324	4.143491019	4.269397079	4.533601528	4.19649434	4.368681279	4.220039485	4.369163352	4.044670291	4.800372446	4.125515535	4.114989694	4.407166225	4.302774187	4.239096951	4.265364148	4.491942289	4.539127651	4.387055684	4.070967586	4.508752278	4.484295378	4.643155318	4.101326045	4.127072916	4.351271653	4.380788342	4.14424422	4.353895492	4.194090304	4.305856519	4.245866724	4.040592761	4.570818987	4.62785576	4.431849101	4.586136348	4.446081199	4.301660938	3.923391335	4.271342995	4.423573291	4.587418138	4.170117976	4.468548523	4.503531248	4.381739417	4.326455394	4.470403848	4.344235214	4.141932499	4.257674802	4.511958132	4.084455224	4.031856152	4.637826906	4.275478332	4.43418192	4.526503455	4.268179272	4.318364802	4.308437288	4.426720973	4.623934797	4.346621361	4.268121756	4.280747466	4.69574173	4.3700352	4.181502731	4.557527886	4.209768007	4.180687626	4.199458399	4.890517736	4.622861485	4.405156382	4.195085295	4.619560347	4.352824423	4.601985619	3.945949999	4.631015106	4.17023225	4.223275026	4.62956488	4.834159251	4.35031656	4.529758367	4.78124723	4.639058245	5.229402349	4.497989891	4.419110774	4.305716213	4.057833853	4.252920508	4.648325263	4.667371532	4.572165234	4.071090688	4.731201764	4.961390875	4.524943152	4.327350087	4.481196266	4.341893765	4.588261689	4.321770124	4.395138059	4.082017183	4.882619869	4.581508888	4.201957402	4.305869926	4.157323655	4.342689116	4.412465439	4.342145722	4.241601737	4.272858673	4.550879203	4.418736326	4.72833252	4.704840337	4.483361327
Benzoic acid isomer	3.86724466	4.830235949	3.371990466	3.724524736	4.593359452	4.475129634	4.404544358	3.80062009	4.033450942	4.023628658	3.560339441	3.646274254	3.793879755	3.960548607	3.882868265	3.8635655	3.982092479	4.436322357	4.60386265	4.229187283	4.557374199	3.934060154	4.363889045	4.668904859	4.04891203	4.690739606	4.247815988	4.668330869	4.328234534	4.269418328	4.126810437	3.953518079	4.172779268	4.412426553	4.402854078	4.613616504	4.641340405	4.796236726	4.471869267	3.941671015	3.84752572	3.208036698	4.184019866	4.452500648	4.372227003	4.169460637	4.150183071	4.549424457	4.032104265	4.214544995	4.569496073	3.688317021	3.10834869	4.352049489	3.311666784	4.141733121	3.918299997	3.780964142	4.320744376	3.982892553	4.64091688	4.373228446	4.261552223	4.097791803	3.670795474	4.396242491	3.813919078	4.020934002	4.385199217	3.905886402	5.086390448	3.724151855	4.489522484	4.200350954	2.669142529	4.301504613	4.208046126	5.141530156	4.488399492	4.254552479	4.316057597	4.643682878	3.745287505	4.451565957	3.548559987	4.227813502	4.315464425	4.496455658	4.368432829	3.535231191	4.032376879	4.124530226	3.62282921	3.860836217	3.434918057	4.17323652	4.126421038	4.301570983	4.473973934	4.176522406	4.402001114	4.103008308	3.696582161	4.161921504	4.214459269	4.476052273	4.661613675	3.953317719	4.264990228	4.626789052	4.473180378	4.440875392	4.337777773	4.24962481	4.190775428	3.503913429	4.806539772	3.897503877	4.452618883	3.660979183	5.055403905	3.629918612	3.943102669	4.136504923	3.652830768	4.060649065	4.363713269	4.68421532	4.192297426	2.449092304	3.927857274	3.916519596	4.758298107	4.419456818	4.441205202	4.342806485	4.218735428	3.368612825	4.261675296	4.210204621	4.361808051	3.258098474	4.313564459	4.447919526	3.777895684	4.738342435	5.045063367	4.252196229	5.168784964	4.197642957	3.449174298	4.043354508	3.500282664	4.491693476	3.833926081	4.244741652	3.387502428	3.990363047	3.783901796	4.957046302	4.920768214	4.230361223	3.839495619	3.466690619	3.317370441	4.045105026	3.684199563	4.930841987	3.64351065	4.297384713	3.412949662	4.785542698	3.871249626	4.058759109	3.869914287	3.713925336	3.618887388	4.726480066	4.417195207	4.943446055	4.531173371	4.776084194	4.631228479
Chenodeoxycholic acid isomer	3.507941373	3.925771282	4.765679443	4.058410296	4.379708577	4.120224127	3.713847835	4.360354173	4.70760252	4.371437718	4.27336953	2.635281076	4.415442258	3.746504059	3.802174877	2.543100077	2.050700108	1.969647326	2.99768978	4.977562388	4.212606734	3.592982452	4.016928271	4.625848014	4.322543156	5.047045003	4.280442043	2.08903272	4.259786714	4.520288061	3.698278591	2.673198735	4.633860086	3.361460273	4.176894861	4.599913917	4.999576149	2.260693586	4.516827233	4.256867249	4.629254177	3.626356199	4.165334488	3.933252123	4.401083492	4.583573701	2.709789331	1.868952991	4.949901481	3.822191682	4.324816063	4.022703291	3.439310479	4.634524877	4.216094988	4.231859147	4.66647178	4.400668609	4.513140044	4.31195068	4.779355657	3.459720144	4.237240773	3.643603003	4.759696528	4.941188179	4.433579349	4.351944897	4.315998037	4.326456911	4.308246047	4.637071202	4.69218283	4.152005115	4.614292535	4.285853895	4.825621342	3.711659733	4.299844425	4.855587231	4.547221837	3.372626063	4.412995466	3.548617223	2.927091707	3.505983327	4.364590849	4.370660733	3.163967297	4.869475254	4.022382898	4.020379844	2.078041361	4.181789065	4.469936972	4.859991764	4.217793675	3.898650489	2.263610617	4.409587896	4.578269647	4.633729693	4.1883254	1.87319865	4.598833968	3.929685241	4.348302926	4.605760213	4.484275799	2.296821172	4.638026402	3.109039778	3.651418988	3.391045109	4.527867005	4.386992653	2.730485859	4.470469116	3.054544728	4.254628892	2.385672231	4.13386674	2.294196072	4.865618394	4.931505145	3.891391195	4.235427371	5.321327365	4.692607582	3.929578822	3.747802977	2.189379061	4.798063828	3.611876977	4.38822091	3.470181968	4.288691587	4.435782236	4.61284713	4.631626184	4.341863664	4.014778868	3.793060081	2.497074223	4.072061495	4.044848126	3.974251727	1.925228474	5.146688842	3.522145223	3.49403144	4.399741293	4.070313424	4.201690374	4.409887745	4.306922201	3.714865732	2.254297159	3.944242262	2.946780196	4.471536176	4.182635817	3.974935826	4.461502819	4.116024184	4.53762716	3.897607316	4.082289295	2.42103671	3.771373669	4.008274394	4.137858878	2.673488569	3.497436046	4.874294085	4.095410577	3.108550628	4.939562014	3.331501086	4.355573003	2.845169295	4.57217538	4.226315292
Cinnamoylglycine	3.981493072	3.38145318	3.773392727	4.213982094	2.636678103	4.071693675	4.468352167	4.021831096	4.335168276	3.84517088	4.169279126	4.142754737	4.185027854	4.138618689	4.402825257	4.186151459	4.411143508	5.036492317	4.79363079	4.24198403	4.19201687	4.657107109	4.224470598	2.765067579	4.185186251	3.919484074	3.829968254	3.139920497	4.463297228	4.203553625	4.358672239	4.358932389	4.050169088	4.088081038	4.340176117	3.848532646	4.243706092	4.502075283	4.82751082	3.864127489	4.13962031	4.386215348	4.125163204	4.217052345	3.557211325	4.576291837	4.157731234	2.862549424	4.411196276	4.286959515	4.613576375	4.339227979	4.047718752	4.562922143	4.442263047	4.341079923	3.982857994	3.95864023	4.236168705	4.152828278	4.412463732	4.554884423	4.179345569	4.681306358	4.377676348	4.581915279	4.247910547	4.49246686	4.725415319	4.436272183	4.572363255	4.352343799	4.654007275	4.372625847	4.272813843	4.349168566	4.105642463	4.494268106	4.324235934	4.011180314	3.87059632	4.45573114	4.148122207	4.446481852	4.012837449	4.22899166	4.293131461	4.759998226	4.829804313	3.499708508	3.82189672	4.289494729	4.371023423	4.417145135	4.22884605	4.467948532	4.357859381	4.700377286	4.661754126	4.644376205	4.691236629	4.498077924	3.867461756	4.558512415	4.51886409	4.619495032	4.75800958	4.434091071	4.571050785	4.318337104	3.947094154	3.790356278	4.457757157	4.680595743	4.337914689	4.071425405	4.205047438	4.323923309	4.639034907	4.086533827	2.796163078	4.278473939	4.290473545	4.035656923	4.191229494	4.290289633	4.105652555	2.480299912	4.024928907	1.909413041	4.546822246	4.179494901	5.052545963	4.104876995	4.672142103	4.203594057	4.712279263	4.289812165	4.65659158	4.084470544	4.30619547	4.697303691	4.234114557	3.550354929	4.513428133	3.592831102	4.346351218	4.229610174	4.738759379	4.549610311	4.084909049	4.380632237	3.499457598	4.603229288	4.592609183	4.456325277	4.271144143	3.979528235	4.275387059	2.877957352	4.500019419	4.365478971	4.180982159	4.038244505	3.817049857	4.085993875	3.966608401	3.51202226	4.357201323	4.62605352	4.093691984	2.448281586	4.485115802	4.284985775	3.924255083	4.016974099	4.137850385	4.336442386	4.017521614	3.574428929	4.718589197	4.607571666	2.800889703
Citric acid	4.077504851	4.418116654	4.179829664	4.21891601	4.294478657	4.386380244	4.342538906	4.504382392	4.364181148	4.3856178	4.336328879	4.214319448	4.24458253	4.379453801	4.38638277	4.229816961	4.206949058	4.007234362	4.403198012	4.355490907	4.262640972	4.401817172	4.160245819	4.238622591	4.356172032	4.278483031	4.12214848	4.249421294	4.284359674	4.428659514	4.305277236	4.582959827	4.426733677	3.989141659	4.153612183	4.326324	4.146511647	3.978088144	4.395500705	4.214737065	4.235471966	4.241519986	4.129240014	4.30572703	4.091757132	4.33469633	4.390361887	4.273269122	4.342692235	4.435575373	4.391680949	4.441500893	3.987215326	4.504239497	4.358940611	4.18108943	4.216449036	4.29453336	4.590707359	4.285538777	4.58748265	4.240657966	4.471357432	4.092048223	4.44978379	4.256149942	4.325522673	4.426666232	4.398155956	4.216700449	4.312543612	4.352312693	4.522150899	4.632509263	4.497808243	4.264470612	4.101238515	4.803635835	4.445090222	4.507573742	4.203389879	4.244376899	4.329599669	4.54621657	4.194664384	4.229358811	4.198673485	4.478897492	4.41969875	4.162589668	4.504561406	4.535043525	4.468853839	4.297846154	4.480632033	4.386634218	4.375390641	4.298979556	4.16589978	4.606823971	4.458084438	4.433566005	4.610187829	4.449839371	4.295141259	4.268788468	4.382832467	4.367319096	4.402874569	4.495818283	4.16737518	4.134919705	4.416967256	4.449627471	4.410254586	4.250476699	4.397093385	4.190519451	4.149563828	4.390926383	4.567602117	4.110992218	4.568871005	4.326483664	4.448367131	4.342656856	4.220538881	4.49454957	4.396657436	4.390698413	4.231093988	4.658871242	4.559750522	4.273189673	4.289997294	4.50213807	4.327969509	4.531107448	4.57057127	4.487136846	4.551011936	4.398514341	4.310492397	4.775140976	4.500933506	4.464731142	4.79126336	4.277375223	4.766941203	4.434689116	4.355348465	4.069434997	4.477047291	4.416940492	4.47885937	4.540242678	4.470577255	4.354146772	4.25825461	4.657387746	4.524995904	4.425918684	4.423807591	4.220249441	4.2343667	4.146649834	4.339864635	4.240285139	4.239470935	4.498277137	4.301630414	4.211137484	4.139805927	4.205307114	4.410704386	4.117727412	4.25231278	4.317697631	4.270759172	4.333403329	4.516882782	4.61094387	4.403323075
